2.243023910905944624486046894612033189037431963726066174314234737398558924877386208552450705683918268e42	3.240130923174929e-84
1.938050376516730050071967935567159304088624748468054981815693971334760435477507178795714741963297269e42	1.77107699103618e-84
1.709549518963096103462974161434659526718612092190998477146973511378047551860529970353364568749675128e42	1.3588270620142934e-84
1.538413791793169031161857906282569825535302157350261522263575406968986180541749551923571073725793405e42	1.2522373677400532e-84
1.406686270690855147648419904729104060862210068685064382462577924713891990235492865326324592177064692e42	1.2659607445898864e-84
1.302140685831846468674038994664767233555267576411853786257787440672866023134997877584424583601482263e42	1.3364894103984662e-84
1.216897091055979158992589769205059931838169738220432263538277716856629895333952761183018120001246955e42	1.4372954279446955e-84
1.145810771186972224102271839703632245284515249325564916399405217532532812364507345221542689917393794e42	1.5557056286930284e-84
1.085420836546535714520454489240771656611575048914260403919137711553490427570238670553656737880433152e42	1.685045169986416e-84
1.033323349429088806021519814214412819545181727219652396540460964400858979984253666270277296005850658e42	1.8215271148270399e-84
9.877980381741567409370060817906211677533373391166157988391774203676856690469589095304551619721349605e41	1.9628731798091547e-84
9.475807848844489305766752190734174602191357896681996990259467770733564272217716468305819432998918049e41	2.1076460253022095e-84
9.117207982505218397848429301491224608299348357178110995650624348847713632668466006565524084530023889e41	2.25490251187158e-84
8.794882354047546077577063960648125249822277711053694360727492867441236854001244750602423863618032658e41	2.404002979230575e-84
8.503127561362862022313727211636832655968264827077644494504121438548421278327053277307719418919444196e41	2.554501181868418e-84
8.237415924448095420257831340129195179834487495638561725112543659517789658329139762089159788856783261e41	2.7060781290769167e-84
7.99410265741938953980076289967024958958437984945443461253796080287204287275525506493625970862280589e41	2.8585008976657816e-84
7.770217061916834905671504715130595624771732719177284850614439848636476964439061102399580474287095908e41	3.011596197955293e-84
7.56331081253861115929620279214318371635637850069108670360967077421995940396764895889108711462325134e41	3.1652329485994093e-84
7.371345840815645072555388780613395320379639172420116825127490399494166882506054662265148408513734943e41	3.3193105148741824e-84
7.192610202033151192660117330673500230585450241772895749028922059981768683862300763439221798888749164e41	3.4737506004198455e-84
7.025654055555810452759656869662613028813858267586934264296565797494736398770774081652653628168242129e41	3.6284915507616802e-84
6.869240328335044023222399967536691127562974216608938638172998884372361791748681495278189914829852039e41	3.783484282275655e-84
6.722306250558251090390825760544557979769999202503893885025455331628912185295543205905428352409825098e41	3.9386893273581494e-84
6.583933047026283164677669433631928343202182730671126331634235909436300102037921004754825328755123836e41	4.094074659259199e-84
6.453321820231148065529931280241465452129560334988436409101029809775694471361405353077992662581611345e41	4.249614070032917e-84
6.329774186271457946689512785268475184382969567447509425980736980180842240324463857849907771902177639e41	4.405285946511821e-84
6.212676596565431125509711222347549087871102947425157358268830607194668124108260327739090538158479483e41	4.561072336474587e-84
6.101487545073959142485708343989960397102827469879868314807701416417800903490226322346919551600647386e41	4.7169582289618515e-84
5.995727054482291591125097042708861757456297123200017422407742322466403189014443008147612415634446805e41	4.872930994400601e-84
5.894967977111235220644012053778869164580045957013581957919935221358173149437005262667711998890229862e41	5.028979945231593e-84
5.798828752001839671393817572079350313059436957251874035505361833748665716792795676030812433074017788e41	5.185095988284923e-84
5.706967338864491883072070268889092975403352715249662768103177152614938235201858311213139288492226716e41	5.341271347643998e-84
5.619076109569834948248092206987522462779653105124437439576133931851428493730654249675763478214092006e41	5.497499342123904e-84
5.534877523665446754932088062760198951928770593672568199362243302721836334479161148364130103873428973e41	5.653774205401495e-84
5.454120449669815440969500981527757479238647367868534491441079300947287766362276043982968704879763598e41	5.810090939703593e-84
5.376577021259849251107045175026095468035662596516466161599907391130279494164079429693744821489727724e41	5.966445196084153e-84
5.302039938856656455981286800433927425824671549155514218450212646231159813914475117583279726440752444e41	6.12283317590817e-84
5.230320143947617222667771497705811769272489610167805570704638391275264095749505879230610149378909353e41	6.279251549355463e-84
5.161244806817821676999355800931199718692153574882497333068046084766120257210949809541126280841853465e41	6.435697387664992e-84
5.094655578993341206692955482852021153836917672780418798626374757007124966865534798947197298433313858e41	6.592168106534436e-84
5.030407070221400640813621709624837246563886464398683083425751219669528244455551600952310148119312091e41	6.748661418624404e-84
4.968365516684121247562736196684794974869038193659710631333559668169709470723896455081277192458204868e41	6.905175293531132e-84
4.908407612712407217493120039597752764905237981487592225687181238543153434424144801065678376377117406e41	7.061707923915106e-84
4.850419482804196517783462681395631734053318998742172135585169889696038403547493885563156676075938833e41	7.218257696726872e-84
4.794295774465838361097840859272540809206768625888577665608469170328353282711450707607138560214105799e41	7.374823168671926e-84
4.739938855450106386982804938117699926333103533816727062536601647953014898656836625007894319600876228e41	7.5314030452156465e-84
4.68725810148755706941999074082180284309819880050942703109781829103861855429526382398466432977563809e41	7.687996162556372e-84
4.636169262700856958688032898003957556509475118600541475751822990434003070447848292531555029131933619e41	7.84460147209655e-84
4.586593898634697387395054526285178100336379436080849832919123613395185473871381126435928582184285269e41	8.001218027024038e-84
4.538458873291093956847247317927050171726140994827886694496025988951606549947910165089216177659859324e41	8.157844970682093e-84
4.491695902782604139806150010638973055179137643113517906793725457221980261484298276979183829406260123e41	8.31448152646068e-84
4.446241149245650243196368451778044204144942656874268967145960316695664376031973439785820800732455011e41	8.471126988985803e-84
4.402034855526151997934397001313526072018646004607302099358610863743189163998664363135397738792240963e41	8.627780716419885e-84
4.359021015887211885256728072292430766672176486655526275504530287756471904294123006895242685098600022e41	8.78444212371581e-84
4.317147078615800160370361176376316029127156857526396369416549931236162457451160146379366555924748894e41	8.941110676692084e-84
4.27636367694037968528731344819338736694207486149250573073825386077206845039327037059213169381960126e41	9.097785886816782e-84
4.236624385129083605223932804425175993877046249582320978348715779016946366037112380320932787359458496e41	9.254467306605023e-84
4.197885497030689465954177954992957706240860194522943331576815216520436505132590503452946864658642287e41	9.411154525548879e-84
4.16010582465838050977635187456322486030203268069782000535789362425279886052549800591155236266439593e41	9.56784716651045e-84
4.123246514707582552164704919411510778712185278930370369604061123150991871475488576342104426520058206e41	9.724544882518846e-84
4.087270881151037606953470709987314226294478564184725775394684408627306089949757275351611009801588329e41	9.881247353920189e-84
4.052144252272592350483168867009093382391777473292355003598516210007290052206726328096999252602541736e41	1.0037954285836876e-83
4.017833830690859056289258062722703348542613548892329505168252898125880806527453799843887382261716891e41	1.0194665405898311e-83
3.984308565089082692713970271791064955747100439759814457648609304632054905925117069631254529190490274e41	1.0351380462210489e-83
3.951539032511704786352771307881086770791394081152086383365027240232811489767051982545535851010151954e41	1.0508099221536092e-83
3.919497330214197294737271453019040003822007718120346811576981967654684496319577441008598811084314502e41	1.0664821467660538e-83
3.888156976163243660164319342254226155543748336887321971921918020530189242494107767286996001352531685e41	1.0821546999922582e-83
3.857492817381389666689928912104060001269763328774177285445524195298699634661904376653131218494155839e41	1.0978275631890795e-83
3.827480945415679543944132711441587171080951720979832357732116542442052764483212949847231411026202444e41	1.1135007190169575e-83
3.798098618285074757912937440401478669743779243415707400342169667697594373162460350670690905847815468e41	1.1291741513320471e-83
3.769324188327943555155695285169081095831746260345406796998742356493629708871190465605421404886226896e41	1.1448478450886186e-83
3.741137035429740328418189011459962495339207244463254746330956087038649950843441721026556424329659936e41	1.1605217862506278e-83
3.713517505163138136459155694819552608875466380032294088833200858519015842977448767409045018996027356e41	1.1761959617114864e-83
3.686446851419173366433642078900000832120788501275011697622825225475851256879192996091065962093208176e41	1.19187035922117e-83
3.659907183149132115413282278290130729867812745738334669747118783710345864567743858941949140835487713e41	1.2075449673199098e-83
3.633881414873579280364354344961061199811809177355663894440948855342941229437192510266824886179402209e41	1.2232197752777984e-83
3.608353220647646074024773692600739898510960214163780982070487806600135957462832682654785710093608288e41	1.2388947730397091e-83
3.583306991200920835398630263752273212432007885318614284185964513618654798237597521151726538265616743e41	1.2545699511750087e-83
3.558727793996441461714245346698264215068845285664365962596741047421111777681199324423098521667423471e41	1.2702453008315844e-83
3.534601335976722820154588910856005242019403874729418013541866929106287054504058101607620805956770376e41	1.285920813693775e-83
3.510913928785781059478729743636206980860157121645890286364332647376437565065099953833269441564632128e41	1.301596481943826e-83
3.487652456275011699169315029977597984730345175178249633565947783865758083285955364723558261666954518e41	1.3172722982265392e-83
3.464804344117778802052937232064496669464715299102117317089687142611130200838345158140775947246682547e41	1.3329482556168137e-83
