2.243023910905944624486046894612033189037431963726066174314234737398558924877386208552450705683918268e42	1.445906314847688515556567504177846021177888602635095870282111141564078625277171585631661685611009014e-42
1.938050376516730050071967935567159304088624748468054981815693971334760435477507178795714741963297269e42	8.410433366093173480170033331448814343877717921404550729878747034905877036343442869916072675439580945e-43
1.709549518963096103462974161434659526718612092190998477146973511378047551860529970353364568749675128e42	6.36581041154735778193167147547149798242213987130845767251018221448421582550155059466616798676523375e-43
1.538413791793169031161857906282569825535302157350261522263575406968986180541749551923571073725793405e42	5.371419872998624397892788478505149459588755580218748868998925238299359200484750379029718565535292015e-43
1.406686270690855147648419904729104060862210068685064382462577924713891990235492865326324592177064692e42	4.767745814414930241516846958289754921062680531518038620419332621222981604940849709080492477667809669e-43
1.302140685831846468674038994664767233555267576411853786257787440672866023134997877584424583601482263e42	4.348950086972449595055432862079116975102933718015475909011177652922744499127304852862232339304638906e-43
1.216897091055979158992589769205059931838169738220432263538277716856629895333952761183018120001246955e42	4.033593138475715197917118242729531572786965953838330848748850157432550569559172514268703950910080668e-43
1.145810771186972224102271839703632245284515249325564916399405217532532812364507345221542689917393794e42	3.783242087253622870327671574128345221282089326950343654860857228634689777742514369951912158974251968e-43
1.085420836546535714520454489240771656611575048914260403919137711553490427570238670553656737880433152e42	3.577211208353940186306658791500443946070942007210761626585813813862365423958095032157880564830807632e-43
1.033323349429088806021519814214412819545181727219652396540460964400858979984253666270277296005850658e42	3.403215305551176174761704558226384649880091471761296570321346848955620514448543589444966541332268227e-43
9.877980381741567409370060817906211677533373391166157988391774203676856690469589095304551619721349605e41	3.253394939973910548631787626843963610628579660380862492292705160294381237489356797655324195620094476e-43
9.475807848844489305766752190734174602191357896681996990259467770733564272217716468305819432998918049e41	3.122427075739185468742704940293277537779680655791812880176414757549745234321849884374709565883057783e-43
9.117207982505218397848429301491224608299348357178110995650624348847713632668466006565524084530023889e41	3.006542596593592691138376992389291842714551325911823957327714404040577706373582155712349085441433771e-43
8.794882354047546077577063960648125249822277711053694360727492867441236854001244750602423863618032658e41	2.902976682531128081216687262491456183143954846618449272886994360071545158805465860205632403683859506e-43
8.503127561362862022313727211636832655968264827077644494504121438548421278327053277307719418919444196e41	2.809642357968085066716783485582152131162576016523069250327943079980391828623496521202945179006375443e-43
8.237415924448095420257831340129195179834487495638561725112543659517789658329139762089159788856783261e41	2.724926747565825008648095718492020101258151317215770435906092046869071684555636815631307412635767715e-43
7.99410265741938953980076289967024958958437984945443461253796080287204287275525506493625970862280589e41	2.647558549592730849491506988261359737168739789116653806435810572422066827626040051058019372863362592e-43
7.770217061916834905671504715130595624771732719177284850614439848636476964439061102399580474287095908e41	2.576518778635283484363391724893331650194351562267496516544295964143567499631690814450855337196708209e-43
7.56331081253861115929620279214318371635637850069108670360967077421995940396764895889108711462325134e41	2.510978843606209097514148197129929271992193634368401962795464440868946591905816409169932697210891839e-43
7.371345840815645072555388780613395320379639172420116825127490399494166882506054662265148408513734943e41	2.450256483533738882973360525279632796883083024884790415844740108507630110681644042963207096274443351e-43
7.192610202033151192660117330673500230585450241772895749028922059981768683862300763439221798888749164e41	2.393783713023700714694959778614564905196696461328012601452449749420571085435528563447351937791929169e-43
7.025654055555810452759656869662613028813858267586934264296565797494736398770774081652653628168242129e41	2.341083051300609171893280809081316163946177174329299140752281095829126109750019839951455141835721357e-43
6.869240328335044023222399967536691127562974216608938638172998884372361791748681495278189914829852039e41	2.291749593046591317452681413659959570246669320864733601026994732532004678366377449920959255064028537e-43
